ISIN,WKN,MarketingName,EDVKuerzel,PRIMARY_RIC,LupoxGruppe,KVNR,ListingXSTU,PROFILNAME,ListingTradeRebel
US56155L1089,A2AS8R,Mammoth Energy Services Inc.,5M8,5M8,AL,6166,1,Z_USA_Liq3_noDETG,0
US5627501092,913804,Manhattan Associates Inc.,MHT,MANH,AT,6166,1,Z_USA_Liq2_TG,0
US5635714059,A2JSM9,Manitowoc Co. Inc.,MNGN,MNGN,AC,6166,1,Z_USA_Liq2_TG,0
US56400P7069,A2DMZL,MannKind Corp.,NNFN,NNFN,AC,6166,1,Z_USA_Liq2_TG,0
US56418H1005,881964,ManpowerGroup Inc.,MPW,MAN,AC,6166,1,Z_USA_Liq2_TG,0
US5657881067,A2QQBE,MARA Holdings Inc.,M44,M44,AB,6166,1,Z_USA_Liq1_DETG,1
US56585A1025,A1JEXK,Marathon Petroleum Corp.,MPN,MPN,AB,6166,1,Z_USA_Liq1_DETG,1
US56600D1072,A2QHK8,Maravai LifeSciences Holdings Inc.,MAR,MAR2,AC,6166,1,Z_USA_Liq2_TG,0
US56656T1051,A1C6AM,Marfrig Global Foods S.A. (ADRs),MGP1,MGP1y,AD,6166,1,Z_USA_Liq3_noDETG,0
US5679081084,914727,MarineMax Inc.,MLW,HZO,AC,6166,1,Z_USA_Liq2_TG,0
US5705351048,885036,Markel Corp.,MKV,MKL,AC,6166,1,Z_USA_Liq2_TG,1
US57060D1081,A0B897,MarketAxess Holdings Inc.,MWI,MKTX,AL,6166,1,Z_USA_Liq2_TG,1
US57142B1044,A3CQSL,Marqeta Inc.,8QJ,8QJ,AC,6166,1,Z_USA_Liq2_TG,0
US57164Y1073,A1JNDJ,Marriott Vacations Worldwide Corporation,M8V,M8V,AL,6166,1,Z_USA_Liq3_noDETG,0
US5717481023,858415,Marsh & McLennan Cos. Inc.,MSN,MMC,AL,6166,1,Z_USA_Liq1_DETG,1
US5719032022,913070,Marriott International Inc.,MAQ,MAR,AL,6166,1,Z_USA_Liq1_DETG,1
US5732841060,889585,Martin Marietta Materials Inc.,MMX,MLMT,AS,6166,1,Z_USA_Liq2_TG,1
US5738741041,A3CNLD,Marvell Technology Group Ltd.,9MW,9MW,AL,6166,1,Z_USA_Liq1_DETG,1
US57403M1045,A3DHXA,Marygold Companies Inc.,TF8,TF8,AT,6166,1,Z_USA_Liq3_noDETG,0
US5745991068,856632,Masco Corp.,MSQ,MAS,AS,6166,1,A_TradeRebel_HG3US,1
US5747951003,578074,Masimo Corp.,3M4,MASI,AL,6166,1,Z_USA_Liq2_TG,0
US5763231090,861257,MasTec Inc.,MY8,MTZ,AC,6166,1,Z_USA_Liq2_TG,0
US57633B1008,A0Q9V2,Mastech Digital Inc.,MS4A,MS4A,AT,6166,1,Z_USA_Liq3_noDETG,0
US57636Q1040,A0F602,Mastercard Inc.,M4I,MA,AS,6166,1,Z_USA_Liq1_DETG,1
US57638P1049,A3DVW8,MasterBrand Inc.,D55,D55,AC,6166,1,Z_USA_Liq2_TG,0
US5764852050,A1JTVV,Matador Resources Co.,7MR,7MR,AL,6166,1,Z_USA_Liq2_TG,0
US57667L1070,A2P75D,Match Group Inc.,4MGN,4MGN,AB,6166,1,A_TradeRebel_HG3US,1
US57667T1007,A112H0,Materialise N.V. (ADRs),06MA,06MAy,AY,6166,1,Z_EU_Liq2_TG,0
US5766901012,A1JH3T,Materion Corp.,BEM,BW,AC,6166,1,Z_USA_Liq2_TG,0
US5768531056,880420,Matrix Service Co.,MX2,MTRX,AL,6166,1,Z_USA_Liq2_TG,0
US57686G1058,A1J0SW,Matson Inc.,68M,68M,AC,6166,1,Z_USA_Liq2_TG,0
US5770811025,851704,Mattel Inc.,MTT,MAT,AL,6166,1,Z_USA_Liq2_TG,1
US5771281012,905720,Matthews International Corp.,MW1A,MATWa,AT,6166,1,Z_USA_Liq2_TG,0
US57776J1007,A0RM07,MaxLinear Inc.,JMX,JMX,AC,6166,1,Z_USA_Liq2_TG,0
US57777K1060,A2AGVE,MaxCyte Inc.,MYE0,MYE0,AC,6166,1,Z_USA_Liq2_TG,0
US5779331041,907462,Maximus Inc.,MMY,MMS,AT,6166,1,Z_USA_Liq2_TG,0
US5786051079,A2PH3K,Mayville Engineering Co. Inc.,2YN,2YN,AC,6166,1,Z_USA_Liq2_TG,0
US5797802064,858250,McCormick & Co. Inc.,MCX,MCCRn,AC,6166,1,Z_USA_Liq2_TG,1
US5801351017,856958,McDonald's Corp.,MDO,MCD,AL,6166,1,Z_USA_Liq1_DETG,1
US58039P3055,A3DMEX,McEwen Mining Inc.,US8,US8,AC,6166,1,Z_USA_Liq2_TG,0
US5805891091,919322,McGrath Rent Corp.,MG8,MG8,AT,6166,1,Z_USA_Liq2_TG,0
US58155Q1031,893953,McKesson Corp.,MCK,MCK,AC,6166,1,Z_USA_Liq2_TG,1
US5839281061,900961,Medallion Financial Corp.,MD5,MD5,AT,6166,1,Z_USA_Liq3_noDETG,0
US58450D1046,A2PXWX,MediaCo Holding Inc.,3WX,3WX,AT,6166,1,Z_USA_Liq2_TG,0
US58463J3041,A0ETK5,Medical Properties Trust Inc.,M3P,M3P,AL,6166,1,Z_USA_Liq2_TG,1
US58470H1014,889384,Medifast Inc.,MDF,MDFT,AT,6166,1,Z_USA_Liq2_TG,0
US58502B1061,A0RELL,Mednax Inc.,PDC,MD,AL,6166,1,Z_USA_Liq3_noDETG,0
US58502K1060,A1T8K6,Mediobanca - Bca Cred.Fin. S.p.A (ADRs),ME90,ME90y,AY,6166,1,Z_EU_Liq3_noDETG,0
US58506Q1094,A2APTV,Medpace Holdings Inc.,01P,01P,AC,6166,1,Z_USA_Liq2_TG,1
US5854641009,A0LF1J,Melco Resorts & Entertainment Ltd. (ADRs),MAS,MPEy,AC,6166,1,Z_USA_Liq2_TG,0
US58733R1023,A0MYNP,Mercadolibre Inc.,MLB1,MELI,AB,6166,1,Z_USA_Liq1_DETG,1
US5880561015,985284,Mercer International Inc.,AEZ,MERC,AC,6166,1,Z_USA_Liq2_TG,0
US5893392093,A2DUS5,Merck KGaA (ADRs),MRKC,MRKGy,GZ,6183,1,Z_EU_Liq3_noDETG,1
US58933Y1055,A0YD8Q,Merck & Co. Inc.,6MK,MRK,AB,6166,1,Z_USA_Liq1_DETG,1
US5893781089,911843,Mercury Systems Inc.,MCY,MRCY,AC,6166,1,Z_USA_Liq2_TG,0
US5894001008,870346,Mercury General Corp.,MCG,MCY,AL,6166,1,Z_USA_Liq2_TG,0
US5894921072,A2PEYJ,Mereo Biopharma Group Ltd. (ADRs),MAH0,MAH0y,AL,6166,1,Z_USA_Liq2_TG,0
US5898891040,882361,Merit Medical Systems Inc.,MM3,MMSI,AC,6166,1,Z_USA_Liq2_TG,0
US59001A1025,876864,Meritage Homes Corp.,MEY,MTH,AC,6166,1,Z_USA_Liq2_TG,0
US59044P1084,A14W08,Mersen S.A. (ADRs),CBE0,CBE0y,AL,6166,1,Z_USA_Liq3_noDETG,0
US5904794089,A41U68,Mesa Air Group Inc.,M2A0,M2A0,AD,6166,1,Z_USA_Liq2_TG,0
US59100U1088,A0DQFX,Meta Financial Group Inc.,FM7,FM7,AC,6166,1,Z_USA_Liq2_TG,0
US5915202007,900070,Methode Electronics Inc.,ME5A,METH,AC,6166,1,Z_USA_Liq2_TG,0
US59156R1086,934623,Metlife Inc.,MWZ,MET,AB,6166,1,Z_USA_Liq1_DETG,1
US5926881054,910553,Mettler-Toledo International Inc.,MTO,MTD,AS,6166,1,Z_USA_Liq1_DETG,1
US5927701012,A0BMH8,Mexco Energy Corp.,MZB,MXC,AC,6166,1,Z_USA_Liq2_TG,0
US59410T1060,A0YF6K,Compagnie Generale des Etablissements Michelin Michelin et Cie S.C.p.A. (ADRs),MCH1,MCH1y,AY,6166,1,Z_EU_Liq3_noDETG,0
US5949181045,870747,Microsoft Corp.,MSF,MSFT,AS,6166,1,Z_USA_Mag7_Aussuchen,1
US5949603048,A1JUDY,Microvision Inc.,MVIN,MVIN,AC,6166,1,Z_USA_Liq2_TG,1
US5949724083,722713,Strategy Inc.,MIGA,MSTRD,AS,6166,1,Z_USA_Liq2_TG,1
US5949728530,A41EXE,Strategy Inc.,MIG2,MIG2_p,AC,6166,1,Null,0
US5950171042,886105,Microchip Technology Inc.,MCP,MCHP,AS,6166,1,Z_USA_Liq1_DETG,1
US59503A2042,A2N5AS,Microbot Medical Inc.,CY9D,CY9D,AT,6166,1,Z_USA_Liq2_TG,0
US5951121038,869020,Micron Technology Inc.,MTE,MU,AS,6166,1,Z_USA_Liq1_DETG,1
US59516C1062,A3CV9D,Microvast Holdings Inc.,2OZA,2OZA,AC,6166,1,Z_USA_Liq2_TG,1
US59522J1034,889495,Mid-America Apartment Communitie Inc.,M2K,M2K,AC,6166,1,Z_USA_Liq2_TG,1
US5962781010,923608,Middleby Corp.,MBY,MIDD,AC,6166,1,Z_USA_Liq2_TG,0
US6005441000,863205,Herman Miller Inc.,MHR,MLHR,AC,6166,1,Z_USA_Liq2_TG,0
US6030511033,A3CQUB,Mineral Resources Ltd. (ADRs),F5J0,F5J0y,AG,6166,1,Z_ASIA_Liq3_noDETG,0
US6031581068,885032,Minerals Technologies Inc.,MNK,MTXU,AD,6166,1,Z_USA_Liq3_noDETG,0
US6033802058,A3DMH5,Minerva Neurosciences Inc.,4MNA,4MNA,AL,6166,1,Z_USA_Liq2_TG,0
US60458C1045,A3EQWL,MIRA Pharmaceuticals Inc.,K6S,K6S,AL,6166,1,Z_USA_Liq2_TG,0
US60471A1016,A3C5TU,Mirion Technologies Inc,55I0,55I0,AL,6166,1,Z_USA_Liq2_TG,0
US6047491013,A2PM29,Mirum Pharmaceuticals Inc.,08D,08D,AC,6166,1,Z_USA_Liq2_TG,0
US60510V1089,A2QCW7,Mission Produce Inc.,5YM,5YM,AC,6166,1,Z_USA_Liq2_TG,0
US6067102003,883036,Mitek Systems Inc.,MKQ,MITK,AC,6166,1,Z_USA_Liq2_TG,0
US6068221042,A0HF5M,Mitsubishi UFJ Financial Group Inc. (ADRs),MFZA,MTFTy,AE,6166,1,Z_ASIA_Liq2_TG,0
US60687Y1091,A0LEKK,Mizuho Financial Group Inc. (ADRs),MZ8A,MZ8Ay,AF,6166,1,Z_ASIA_Liq2_TG,0
US60770K1079,A2N9D9,Moderna Inc.,0QF,0QF,AB,6166,1,Z_USA_Liq1_DETG,1
US6078281002,869795,Modine Manufacturing Co.,MMF,MMF,AC,6166,1,Z_USA_Liq2_TG,1
US60786M1053,A1XDZ8,Moelis + Co.,17M,17M,AL,6166,1,Z_USA_Liq2_TG,0
US6081901042,885067,Mohawk Industries Inc.,MWK,MHK,AL,6166,1,Z_USA_Liq2_TG,1
US6084642023,898178,MOL Hungarian Oil and Gas Company PLC (ADRs),MOGG,MOGGy,AY,6166,1,Z_EU_Liq3_noDETG,0
US60853G1067,A3CSB5,Molecular Partners AG (ADRs),6ML0,6ML0y,AY,6166,1,Z_EU_Liq2_TG,0
US60855R1005,157781,Molina Healthcare Inc.,MHG,MHC,AL,6166,1,Z_USA_Liq2_TG,1
US60871R2094,A0DPTB,Molson Coors Brewing Co.,NY7,NY7,AS,6166,1,Z_USA_Liq2_TG,1
US6090271072,890467,Monarch Casino & Resort Inc.,MOI,MCRI,AC,6166,1,Z_USA_Liq2_TG,0
US60919T1007,A14W1F,Moncler S.p.A. (ADRs),MOV0,MOV0y,AY,6166,1,Z_EU_Liq3_noDETG,0
US6092071058,A1J4U0,Mondelez International Inc.,KTF,KFT,AL,6166,1,Z_USA_Liq1_DETG,1
US60937P1066,A2DYB1,MongoDB Inc.,526,526,AS,6166,1,Z_USA_Liq2_TG,1
US6098391054,A0DLC4,Monolithic Power Systems Inc.,NQG,MPWR,AC,6166,1,Z_USA_Liq2_TG,1
US6102361010,882462,Monro Muffler Brake Inc.,MR2,MNRO,AL,6166,1,Z_USA_Liq2_TG,0
US61023L2079,A40JML,Monopar Therapeutics Inc.,1IY0,1IY0,AL,6166,1,Z_USA_Liq2_TG,0
US61174X1090,A14U5Z,Monster Beverage Corp.,MOB,MOB,AC,6166,1,Z_USA_Liq2_TG,1
US6151111019,A2P939,Montrose Environmental Group Inc.,5MO,5MO,AL,6166,1,Z_USA_Liq2_TG,0
US6153691059,915246,Moody's Corp.,DUT,MCO,AC,6166,1,Z_USA_Liq2_TG,1
US6153942023,865511,Moog Inc.,MO7A,MOGa,AC,6166,1,Z_USA_Liq2_TG,0
US6174464486,885836,Morgan Stanley Inc.,DWD,MWD,AS,6166,1,Z_USA_Liq1_DETG,1
US6177001095,A0EADM,Morningstar Inc.,MRS,MORN,AL,6166,1,Z_USA_Liq2_TG,0
US61945C1036,A1JFWK,The Mosaic Co.,02M,02M,AC,6166,1,Z_USA_Liq2_TG,1
US6200711009,910686,Motorcar Parts of America Inc.,54M,54M,AT,6166,1,Z_USA_Liq2_TG,0
US6200763075,A0YHMA,Motorola Solutions Inc.,MTLA,MOT,AB,6166,1,Z_USA_Liq1_DETG,1
US6245801062,887998,Movado Group Inc.,MV4,MV4,AL,6166,1,Z_USA_Liq2_TG,0
US6246781081,A2PBD2,Mowi ASA (ADRs),PNDA,PNDAy,AY,6166,1,Z_EU_Liq3_noDETG,0
US62473G1022,A0YF6H,MTU Aero Engines AG (ADRs),MTX1,MTX1y,GX,6183,1,Z_EU_Liq3_noDETG,1
US62474M1080,813148,MTN Group Ltd. (ADRs),LL6A,LL6Ay,AD,6166,1,Z_USA_Liq3_noDETG,0
US6247561029,887240,Mueller Industries Inc.,MUD,MLI,AC,6166,1,Z_USA_Liq2_TG,0
US6247581084,A0J2LX,Mueller Water Products Inc.,JT5,MWAU,AT,6166,1,Z_USA_Liq2_TG,0
US6261881063,A0YF6G,Münchener Rückversicherungs Gesellschafts AG (ADRs),MUVB,MURGYy,GV,6183,1,Z_USA_Liq3_noDETG,1
US6267171022,856127,Murphy Oil Corp.,MUQ,MUR,AL,6166,1,Z_USA_Liq2_TG,1
US6267551025,A1W33K,Murphy USA Inc.,1MU,1MUG,AT,6166,1,Z_USA_Liq2_TG,0
US62855J1043,897518,Myriad Genetics Inc.,MYD,MYGN,AL,6166,1,Z_USA_Liq2_TG,0
US62857J2015,A2PZCL,Myomo Inc.,0M61,0M61,AT,6166,1,Z_USA_Liq2_TG,0
US62886E1082,919692,NCR Corp.,NCR1,NCR1,AC,6166,1,Z_USA_Liq2_TG,0
US6288772014,A2QJPS,NCS Multistage Holdings Inc.,MUH0,MUH0,AD,6166,1,Z_USA_Liq3_noDETG,0
US6289881079,A3ENR7,Mynd.ai Inc. (ADRs),WK6,WK6y,AT,6166,1,Z_USA_Liq3_noDETG,0
US62914V1061,A2N4PB,Nio Inc. (ADRs),N3IA,N3IAy,AE,6166,1,Z_ASIA_Liq2_TG,1
US6292093050,A1W8UB,NMI Holdings Inc.,6NM,6NM,AT,6166,1,Z_USA_Liq2_TG,0
US6293341037,A2JNM6,NN Group N.V. (ADRs),2NN0,2NN0y,AY,6166,1,Z_EU_Liq3_noDETG,0
US6293775085,A0BLR4,NRG Energy Inc.,NRA,NRGE,AB,6166,1,Z_USA_Liq1_DETG,1
US6294452064,766101,NVE Corp.,NVK,NVEC,AL,6166,1,Z_USA_Liq2_TG,0
US62944T1051,888265,NVR Inc.,NVE,NVE,AL,6166,1,Z_USA_Liq2_TG,1
US62955J1034,A2QLRE,NOV Inc.,NO8,NO8,AT,6166,1,Z_USA_Liq2_TG,0
US63001N1063,A3EQWM,NCR Atleos Corp.,Y2G,Y2G,AC,6166,1,Z_USA_Liq2_TG,0
US6300873022,A2PSNF,Nanoviricides Inc.,NV3P,NV3P,AL,6166,1,Z_USA_Liq2_TG,0
US63008G2030,A2PTUS,NanoDimension Ltd. (ADRs),2N5B,2N5By,AE,6166,1,Z_ASIA_Liq2_TG,0
US63009J1079,A2QKZM,Nanobiotix S.A. (ADRs),5NRA,5NRAy,AY,6166,1,Z_EU_Liq3_noDETG,0
US6304021057,877793,NAPCO Security Technologies Inc.,NS1,NS1,AL,6166,1,Z_USA_Liq2_TG,0
US6311031081,813516,Nasdaq Inc.,NAQ,NDAQ,AS,6166,1,Z_USA_Liq1_DETG,1
US6315122092,A2DV3H,Naspers Ltd. (ADRs),NNWN,NNWNy,AQ,6166,1,Z_EU_Liq3_noDETG,0
US6323471002,887530,Nathan's Famous Inc.,NFA,NATH,AT,6166,1,Z_USA_Liq3_noDETG,0
US63253R2013,A2N9D5,Kazatomprom (GDRs),0ZQ,0ZQq,AD,6166,1,Z_USA_Liq3_noDETG,1
US6336438790,A3CWJR,National Bank of Greece S.A. (ADRs),NAG,NAGG,AY,6166,1,Z_EU_Liq3_noDETG,0
US6350171061,901644,National Beverage Corp.,20V,20V,AC,6166,1,Z_USA_Liq2_TG,0
US6361801011,854564,National Fuel Gas Co.,NFG,NFG,AL,6166,1,Z_USA_Liq3_noDETG,0
US63633D1046,884296,National Health Investors Inc.,WX6,NHI,AL,6166,1,Z_USA_Liq3_noDETG,0
US6373722023,A1WYXP,National Research Corp.,NR1A,NR1A,AL,6166,1,Z_USA_Liq3_noDETG,0
US6374171063,A0JMJZ,National Retail Properties Inc.,CZ2,NNN,AC,6166,1,Z_USA_Liq3_noDETG,0
US6378701063,A14VRL,National Storage Affiliates Trust,4GC,4GC,AL,6166,1,Z_USA_Liq2_TG,0
US63845R1077,A2H5Q0,National Vision Holdings Inc.,7NV,7NV,AL,6166,1,Z_USA_Liq2_TG,0
US6388423021,880900,Natural Alternatives International Inc.,NA2,NA2,AD,6166,1,Z_USA_Liq3_noDETG,0
US63888P4063,260904,Natural Health Trends Corp.,NAH,NAHG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
US63888U1088,A1J0X2,Natural Grocers by Vitamin Cottage Inc.,N2V,N2V,AC,6166,1,Z_USA_Liq2_TG,0
US63905A2006,A2PEL9,Natuzzi S.p.A. (ADRs),NTZA,NTZAy,AD,6166,1,Z_USA_Liq3_noDETG,0
US6391931010,A41MYP,Navan Inc.,E10,E10,AD,6166,1,Z_USA_Liq2_TG,0
US63938C1080,A11132,Navient Corp.,10D,10D,AL,6166,1,Z_USA_Liq2_TG,0
US63942X1063,A3C5RC,Navitas Semiconductor Corp.,7J70,7J70,AD,6166,1,Z_USA_Liq2_TG,0
US63947X1019,A3DC14,nCino Inc.,6NCA,6NCA,AC,6166,1,Z_USA_Liq2_TG,0
US6402683063,A419UB,Nektar Therapeutics Corp.,ITH0,ITH0,AT,6166,1,Z_USA_Liq2_TG,0
US64026Q1085,A2P7N6,NEL ASA (ADRs),D7GA,D7GAy,AD,6166,0,Z_USA_Liq3_noDETG,0
US6404911066,883297,Neogen Corp.,NG2,OGEN,AL,6166,1,Z_USA_Liq2_TG,0
US64049M2098,120159,NeoGenomics Inc.,NG9,NG9,AT,6166,1,Z_USA_Liq2_TG,0
US6406551068,A2QL51,NeoVolta Inc.,4EB,4EB,AC,6166,1,Z_USA_Liq2_TG,0
US6406714005,A2PNQ9,Nephros Inc.,NPJP,NPJP,AT,6166,1,Z_USA_Liq3_noDETG,0
US64082B1026,A3C6XW,NerdWallet Inc.,6OI,6OI,AC,6166,1,Z_USA_Liq2_TG,0
US6410694060,883723,Nestle S.A. (ADRs),NESM,NESNy,AC,6166,1,Z_USA_Liq2_TG,1
US64107N2062,A0ET3X,Net 1 UEPS Technologies Inc.,NJPA,NJPA,AC,6166,1,Z_USA_Liq2_TG,0
US64110D1046,A0NHKR,NetApp Inc.,NTA,NTAP,AB,6166,1,Z_USA_Liq1_DETG,1
US64110L1061,552484,Netflix Inc.,NFC,NFLO,AB,6166,1,Z_USA_Liq1_DETG,1
US64110W1027,501822,NetEase Inc. (ADRs),NEH,NTESy,AE,6166,1,Z_ASIA_Liq2_TG,1
US64111Q1040,578078,Netgear Inc.,NGJ,NGJI,AT,6166,1,Z_USA_Liq2_TG,0
US64115A4022,A1J2WE,NetSol Technologies Inc.,NS9B,NS9B,AD,6166,1,Z_USA_Liq3_noDETG,0
US64115T1043,925244,Netscout Systems Inc.,NSZ,NTCT,AT,6166,1,Z_USA_Liq2_TG,0
US64119N6085,A41FLH,Netskope Inc.,Z2G,Z2G,AD,6166,1,Z_USA_Liq2_TG,0
US64119V3033,A2QBFN,Netstreit Corp.,64N,64N,AC,6166,1,Z_USA_Liq2_TG,0
US64121N1090,924415,Network-1 Technologies Inc.,6LK,6LK,AD,6166,1,Z_USA_Liq3_noDETG,0
US64125C1099,900964,Neurocrine Biosciences Inc.,NB3,NBIX,AC,6166,1,Z_USA_Liq2_TG,0
US64131A1051,A2JPMY,Neuronetics Inc.,NRC,NRC1,AT,6166,1,Z_USA_Liq2_TG,0
US64135M1053,A3EX79,Neurogene Inc.,UU8,UU8,AC,6166,1,Z_USA_Liq2_TG,0
US64361Q1013,A41F4Y,Viper Energy Inc.,1XJ,1XJ,AL,6166,1,Z_USA_Liq2_TG,0
US6443931000,A2PDNK,New Fortress Energy Inc.,NF0,NF0,AC,6166,1,Z_USA_Liq2_TG,0
US6475812060,A3DHHX,New Oriental Education & Technology Group Inc. (ADRs),N1UA,N1UAy,AE,6166,1,Z_ASIA_Liq2_TG,0
US64828T2015,A12DW2,New Residential Investment Corp.,14N1,14N1,AL,6166,1,Z_USA_Liq2_TG,0
US6496048405,A3D7BQ,New York Mortgage Trust Inc.,NKZ0,NKZ0,AC,6166,1,Z_USA_Liq2_TG,0
US6501111073,857534,New York Times Co.,NYT,NYTa,AC,6166,1,Z_USA_Liq2_TG,0
US6512291062,860036,Newell Brands Inc.,NWL,NWL,AC,6166,1,Z_USA_Liq2_TG,1
US6515871076,A0B5U3,NewMarket Corp.,UG9,NEU,AD,6166,1,Z_USA_Liq3_noDETG,0
US6516391066,853823,Newmont Corp.,NMM,NMMG,AS,6166,1,Z_USA_Liq1_DETG,1
US6517185046,854501,Newpark Resources Inc.,NWP,NRA,AC,6166,1,Z_USA_Liq2_TG,0
US65249B1098,A1W03Z,News Corp. Class A,NC0,NC0,AS,6166,1,Z_USA_Liq2_TG,1
US65249B2088,A1W048,News Corp.,NC0B,NC0B,AS,6166,1,Z_USA_Liq2_TG,1
US6525262035,A12C7Z,Newtek Business Services Corp.,1N31,1N31,AC,6166,1,Z_USA_Liq2_TG,0
US65336K1034,622325,Nexstar Media Group Inc.,NXZ,NXST,AT,6166,1,Z_USA_Liq2_TG,0
US65338U1097,A1JMSR,Nexans S.A. (ADRs),NXS0,NXS0y,AY,6166,1,Z_EU_Liq3_noDETG,0
US65339F1012,A1CZ4H,Nextera Energy Inc.,FP3,FPL,AL,6166,1,Z_USA_Liq2_TG,1
US65341D1028,A14QBV,Nexpoint Residential Trust Inc.,5O4,5O4,AL,6166,1,Z_USA_Liq3_noDETG,0
US65342K1051,A2DVCF,NextDecade Corp.,2XD,2XD,AT,6166,1,Z_USA_Liq2_TG,0
US6536561086,905394,Nice Ltd. (ADRs),NSY,NICEy,AC,6166,1,Z_USA_Liq2_TG,0
US65366E1001,A3DFK2,NIBE Industrier AB (ADRs),NJB0,NJB0y,AY,6166,1,Z_EU_Liq3_noDETG,0
US6541061031,866993,Nike Inc.,NKE,NKE,AS,6166,1,Z_USA_Liq1_DETG,1
US6544453037,905551,Nintendo Co. Ltd.  (ADRs),NTOA,NTDOYy,AG,6166,1,Z_ASIA_Liq3_noDETG,0
US65473P1057,876731,Nisource Inc.,NOU,NI,AL,6166,1,Z_USA_Liq2_TG,1
US6548022069,A0JC64,Nitto Denko Corp.(ADR's),ND50,ND50y,AD,6166,1,Z_USA_Liq3_noDETG,0
US65481N1000,A2N7LN,Niu Technologies (ADRs),0O9,0O9y,AF,6166,1,Z_ASIA_Liq2_TG,0
US65487X1028,A1C8V1,Noah Holdings Ltd. (ADRs),6NO,NOAHy,AE,6166,1,Z_ASIA_Liq2_TG,0
US6549022043,892885,Nokia Corp. (ADRs),NOAA,NOKy,AY,6166,1,Z_EU_Liq2_TG,0
US65535H2085,912593,Nomura Holdings (ADRs),NSEA,8604y,AC,6166,1,Z_USA_Liq2_TG,0
US65565D1019,A3CPCS,Nordic Semiconductor ASA (ADRs),N0S0,N0S0y,AD,6166,1,Z_USA_Liq3_noDETG,0
US6556631025,866725,Nordson Corp.,ND1,NDSN,AC,6166,1,Z_USA_Liq2_TG,1
US6558441084,867028,Norfolk Southern Corp.,NFS,NSC,AS,6166,1,Z_USA_Liq1_DETG,1
US6565316055,871628,Norsk Hydro ASA (ADRs),NOHA,CZ2,AL,6166,1,Z_USA_Liq3_noDETG,0
US6655313079,A2QEP7,Northern Oil and Glas Inc.,4LT1,4LT1,AL,6166,1,Z_USA_Liq2_TG,1
US6658591044,854009,Northern Trust Corp.,NT4,NTRS,AS,6166,1,Z_USA_Liq2_TG,1
US6668071029,851915,Northrop Grumman Corp.,NTH,NOC,AS,6166,1,Z_USA_Liq1_DETG,1
US66737P6007,A1J5EY,Northwest Biotherapeutics Inc.,NBYB,NBYB,AL,6166,1,Z_noMM,0
US66765N1054,A2N6X4,Northwest Natural Holding Co.,NWK,NWK,AC,6166,1,Z_USA_Liq2_TG,0
US6687711084,A2PUXE,Gen Digital Inc.,SYM,GEN,AC,6166,1,A_TradeRebel_HG3US,1
US66979P3001,A3EEVM,Nova Lifestyle Inc.,15N,15N,AD,6166,0,Z_USA_Liq3_noDETG,0
US66980N2036,A2N84G,Nova Ljubljanska Banka (GDRs),N1V2,N1V2,AD,6166,0,Z_USA_Liq3_noDETG,0
US66981J1025,A2QE9X,MINISO Group Holding Ltd. (ADRs),MIF,MIFy,AE,6166,1,Z_ASIA_Liq2_TG,0
US66982D1046,A3ESE9,Nova Minerals Ltd.,QM30,QM30y,AG,6166,1,Z_ASIA_Liq3_noDETG,0
US66987V1098,907122,Novartis AG (ADRs),NOTA,NVSy,AY,6166,1,Z_EU_Liq2_TG,1
US6700024010,A2PKMZ,Novavax Inc.,NVV1,NVV1,AL,6166,1,Z_USA_Liq2_TG,1
US6701002056,866931,Novo-Nordisk AS (ADRs),NOVA,NVONy,AY,6166,1,Z_EU_Liq2_TG,1
US6701081092,A0YF6B,Novonesis A/S (ADRs),NZM,NZMGy,AD,6166,1,Z_USA_Liq3_noDETG,0
US67010L1008,A3DFKW,Novonix Ltd.,GC30,GC30y,AG,6166,1,Z_ASIA_Liq3_noDETG,0
US67011P1003,A113R6,Now Inc.,11N,11N,AC,6166,1,Z_USA_Liq2_TG,0
US67018T1051,903911,Nu Skin Enterprises Inc.,NUS,NUS,AC,6166,1,Z_USA_Liq2_TG,0
US6703461052,851918,Nucor Corp.,NUO,NUE,AC,6166,1,Z_USA_Liq2_TG,1
US67054R2031,A40SKF,Nukkleus Inc.,N86,N86,AL,6166,1,Z_USA_Liq3_noDETG,0
US67059N1081,A2ACQE,Nutanix Inc.,0NU,0NU,AL,6166,1,Z_USA_Liq2_TG,0
US67066G1040,918422,NVIDIA Corp.,NVD,NVDA,AL,6166,1,Z_USA_Mag7_Aussuchen,1
US6708371033,858352,OGE Energy Corp.,OG5,OGE,AD,6166,1,Z_USA_Liq3_noDETG,0
US67098H1041,A2PXK0,O-I Glass Inc.,2WZ,2WZ,AC,6166,1,Z_USA_Liq2_TG,0
US67103H1077,A1H5JY,O'Reilly Automotive Inc.,OM6,ORLY,AS,6166,1,Z_USA_Liq2_TG,1
US6710441055,909273,OSI Systems Inc.,OS2,OSIS,AT,6166,1,Z_USA_Liq2_TG,0
US67401P4054,A3D4SC,Oaktree Specialty Lending Corp.,FFC0,FFC0,AL,6166,1,Z_USA_Liq2_TG,0
US6742152076,A2QJUT,Oasis Petroleum Inc.,OS70,OS70,AC,6166,1,Z_USA_Liq2_TG,0
US67421J2078,A41264,Oatly Group AB (ADRs),9ZX0,9ZX0y,AY,6166,1,Z_EU_Liq2_TG,1
